CIM,20200717,23.05,23.24,22.77,23.22,235772
CIN,20200717,22.84,22.89,22.84,22.84,2700
CINPA,20200717,2.06,2.06,2.06,2.06,0
CIO,20200717,0.02,0.02,0.02,0.02,0
CIP,20200717,3.31,3.35,3.25,3.29,634624
CIW,20200717,0.55,0.55,0.55,0.55,0
CKA,20200717,0.041,0.041,0.041,0.041,0
CKF,20200717,9.62,9.74,9.45,9.56,410607
CL1,20200717,1.39,1.395,1.34,1.39,96954
CL8,20200717,0.01,0.01,0.01,0.01,100000
CLA,20200717,0.022,0.022,0.021,0.021,1234274
CLB,20200717,0.145,0.145,0.145,0.145,199137
CLBO,20200717,0.075,0.08,0.075,0.08,479000
CLF,20200717,1.05,1.085,1.05,1.05,15133
CLH,20200717,1.085,1.085,1.085,1.085,0
CLI,20200717,0.031,0.031,0.031,0.031,0
CLQ,20200717,0.125,0.14,0.125,0.135,1982302
CLT,20200717,0.04,0.04,0.04,0.04,0
CLV,20200717,2.32,2.32,2.23,2.24,163804
CLW,20200717,4.31,4.42,4.26,4.38,1701386
CLX,20200717,0.475,0.475,0.465,0.465,9270
CLZ,20200717,0.002,0.003,0.002,0.002,41304931
CM1,20200717,0.052,0.052,0.052,0.052,0
CM8,20200717,0.025,0.025,0.025,0.025,1284932
CMC,20200717,0.011,0.011,0.011,0.011,0
CMD,20200717,0.007,0.007,0.007,0.007,0
CML,20200717,0.029,0.03,0.027,0.029,11031439
CMM,20200717,1.81,1.845,1.795,1.83,118134
CMP,20200717,0.43,0.43,0.415,0.42,78853
CMW,20200717,0.89,0.9,0.885,0.9,3029669
CNB,20200717,0.125,0.125,0.11,0.11,2312278
CNEW,20200717,9.46,9.55,9.19,9.4,88006
CNI,20200717,1.685,1.7,1.64,1.68,630404
CNJ,20200717,0.008,0.008,0.008,0.008,0
CNJO,20200717,0.001,0.001,0.001,0.001,0
CNL,20200717,0.08,0.08,0.08,0.08,51000
CNU,20200717,6.95,7.11,6.95,7.04,430079
CNW,20200717,0.024,0.024,0.024,0.024,0
COB,20200717,0.11,0.115,0.105,0.105,269392
COE,20200717,0.415,0.425,0.4,0.42,5653443
COF,20200717,2.05,2.06,1.995,2.04,767080
COG,20200717,0.06,0.061,0.06,0.061,11000
COH,20200717,190.97,192.71,190.03,191.91,172234
COI,20200717,0.085,0.085,0.08,0.08,1103063
COL,20200717,18.2,18.32,18.01,18.15,3223008
COO,20200717,0.05,0.05,0.05,0.05,0
CORE,20200717,47.2,47.23,47.02,47.12,1845
COS,20200717,0.625,0.645,0.615,0.62,105538
COY,20200717,0.006,0.006,0.006,0.006,0
CP1,20200717,0.135,0.135,0.135,0.135,5000
CPH,20200717,0.029,0.03,0.029,0.03,2841715
CPHO,20200717,0.003,0.003,0.003,0.003,0
CPT,20200717,0.036,0.036,0.033,0.035,724488
CPU,20200717,13.45,13.64,13.32,13.47,1356052
CPV,20200717,0.105,0.11,0.1,0.105,137361
CQE,20200717,2.33,2.44,2.3,2.42,716409
CQR,20200717,3.17,3.19,3.11,3.18,2807295
CR1,20200717,0.295,0.3,0.28,0.295,100402
CR1O,20200717,0.11,0.115,0.1,0.115,255000
CRB,20200717,0.042,0.042,0.042,0.042,0
CRED,20200717,27.17,27.23,27.14,27.23,8529
CRL,20200717,0.016,0.016,0.015,0.016,2201329
CRM,20200717,0.29,0.29,0.29,0.29,0
CRN,20200717,0.955,0.96,0.925,0.94,295700
CRO,20200717,0.012,0.012,0.011,0.012,20222667
CRS,20200717,0.205,0.205,0.2,0.2,23274
CSD,20200717,0.125,0.125,0.125,0.125,0
CSE,20200717,0.042,0.042,0.042,0.042,0
CSL,20200717,282,284.46,280.62,283.42,1310777
CSR,20200717,3.6,3.65,3.575,3.64,1924548
CSS,20200717,0.53,0.55,0.53,0.53,20022
CSSG,20200717,1.011,1.011,1.011,1.011,0
CST,20200717,0.185,0.185,0.18,0.18,510881
CT1,20200717,0.03,0.03,0.029,0.03,799333
CTD,20200717,9.05,9.13,8.5,8.85,735843
CTE,20200717,0.14,0.14,0.14,0.14,0
CTM,20200717,0.465,0.49,0.465,0.48,285803
CTMOC,20200717,0.29,0.31,0.29,0.31,7000
CTO,20200717,0.005,0.005,0.005,0.005,1420000
CTP,20200717,0.084,0.09,0.083,0.086,1540733
CUE,20200717,0.105,0.13,0.105,0.125,882897
CUL,20200717,0.015,0.015,0.015,0.015,29000
CUP,20200717,0.875,0.91,0.865,0.865,48281
CURE,20200717,63,63.05,63,63,995
CUV,20200717,24.01,24.24,23.08,23.66,58824
CV1,20200717,0.095,0.095,0.095,0.095,25000
CVC,20200717,1.43,1.43,1.43,1.43,0
CVCG,20200717,88.001,88.001,88.001,88.001,197
CVF,20200717,0.815,0.815,0.8,0.81,76017
CVL,20200717,0.4,0.4,0.4,0.4,40000
CVN,20200717,0.185,0.19,0.185,0.185,600361
CVS,20200717,0.004,0.004,0.004,0.004,0
CVV,20200717,0.043,0.043,0.043,0.043,190000
CVW,20200717,0.4,0.4,0.4,0.4,1250
CWL,20200717,0.11,0.112,0.11,0.112,140000
CWN,20200717,9.13,9.26,8.97,9.11,1457209
CWNHB,20200717,93.4,93.4,92.4,93.4,1039
CWP,20200717,4.9,5.09,4.89,5.06,46778
CWX,20200717,0.185,0.185,0.18,0.18,150350
CWY,20200717,2.2,2.21,2.15,2.17,4406285
CWZ,20200717,0.145,0.145,0.145,0.145,10000
CXL,20200717,0.79,0.79,0.775,0.78,22115
CXM,20200717,0.03,0.03,0.03,0.03,0
CXO,20200717,0.046,0.046,0.045,0.045,2711941
CXU,20200717,0.021,0.021,0.021,0.021,0
CXX,20200717,0.035,0.035,0.035,0.035,0
CXZ,20200717,0.016,0.016,0.016,0.016,1188126
CY5,20200717,0.19,0.2,0.185,0.19,613142
CYC,20200717,1.472,1.5,1.47,1.47,1751
CYG,20200717,0.65,0.65,0.63,0.63,55142
CYL,20200717,2.65,2.67,2.58,2.58,12965
CYLOA,20200717,0.97,0.97,0.97,0.97,0
CYM,20200717,0.19,0.19,0.19,0.19,0
CYP,20200717,0.625,0.705,0.615,0.7,755937
CYQ,20200717,0.001,0.001,0.001,0.001,3650000
CZI,20200717,0.19,0.19,0.19,0.19,440398
CZL,20200717,0.004,0.004,0.003,0.003,12340003
CZLOB,20200717,0.001,0.001,0.001,0.001,0
CZN,20200717,0.002,0.002,0.001,0.001,6528720
CZNO,20200717,0.001,0.001,0.001,0.001,0
CZR,20200717,0.012,0.013,0.012,0.012,2619572
D13,20200717,0.041,0.041,0.041,0.041,0
D2O,20200717,1.355,1.36,1.355,1.36,48501
DAF,20200717,0.023,0.023,0.023,0.023,30000
DAU,20200717,0.035,0.038,0.031,0.033,2338523
DAV,20200717,0.04,0.04,0.04,0.04,0
DAVO,20200717,0.009,0.009,0.009,0.009,0
DBBF,20200717,24.26,24.26,24.26,24.26,0
DBF,20200717,1.03,1.05,1.03,1.05,5525
DCC,20200717,0.024,0.025,0.023,0.024,3502168
DCG,20200717,0.058,0.059,0.057,0.058,1280570
DCL,20200717,0.049,0.049,0.044,0.044,58601
DCN,20200717,0.31,0.315,0.305,0.305,2167532
DCX,20200717,0.009,0.01,0.009,0.01,8572670
DDD,20200717,0.005,0.005,0.004,0.004,14027360
DDR,20200717,7,7.04,6.91,6.95,152799
DDT,20200717,0.004,0.004,0.004,0.004,150000
DEG,20200717,0.68,0.68,0.58,0.635,16610851
DEM,20200717,0.155,0.155,0.155,0.155,0
DEV,20200717,0.1,0.105,0.099,0.1,3234121
DFM,20200717,0.83,0.83,0.83,0.83,0
DGGF,20200717,24.13,24.13,24.13,24.13,0
DGH,20200717,1.29,1.3,1.29,1.3,19566
DGO,20200717,3.3,3.3,3.15,3.15,73386
DGR,20200717,0.068,0.068,0.068,0.068,0
DHG,20200717,3.17,3.24,3.14,3.16,1448887
DHHF,20200717,23.35,23.35,23.35,23.35,0
DHR,20200717,0.002,0.002,0.002,0.002,7921460
DJRE,20200717,18.05,18.05,17.87,17.89,222322
DJW,20200717,2.65,2.69,2.64,2.65,74707
DKM,20200717,0.21,0.21,0.195,0.2,41071
DLC,20200717,0.006,0.006,0.006,0.006,2739816
DME,20200717,0.2,0.2,0.2,0.2,0
DMG,20200717,0.02,0.02,0.02,0.02,0
DMKT,20200717,2.17,2.17,2.17,2.17,1673
DMP,20200717,73.93,74.39,72.89,74.01,130508
DNA,20200717,0.035,0.037,0.035,0.037,942277
DNK,20200717,0.48,0.5,0.47,0.47,51470
DOR,20200717,0.027,0.027,0.027,0.027,0
DOW,20200717,4.24,4.29,4.17,4.24,1596018
DRE,20200717,0.01,0.01,0.008,0.01,47028683
DRO,20200717,0.11,0.115,0.11,0.115,311632
DRUG,20200717,6.73,6.73,6.69,6.7,11208
DRX,20200717,0.009,0.009,0.009,0.009,750000
DSE,20200717,0.07,0.075,0.069,0.069,828019
DTC,20200717,1.55,1.55,1.515,1.55,486081
DTI,20200717,0.025,0.025,0.025,0.025,0
DTL,20200717,5.16,5.23,5.03,5.12,746300
DTM,20200717,0.175,0.175,0.17,0.175,143750
DTR,20200717,0.002,0.002,0.002,0.002,0
DTS,20200717,0.14,0.14,0.14,0.14,0
DTZ,20200717,0.12,0.135,0.12,0.13,699557
DUB,20200717,1.25,1.27,1.205,1.215,151119
DUI,20200717,4.25,4.34,4.24,4.29,37637
DVL,20200717,0.03,0.03,0.028,0.028,535544
DVN,20200717,0.082,0.082,0.082,0.082,0
DW8,20200717,0.027,0.034,0.026,0.028,71138788
DW8O,20200717,0.025,0.025,0.022,0.022,88775
DWS,20200717,0.85,0.865,0.85,0.865,5225
DXB,20200717,0.34,0.34,0.33,0.335,419432
DXN,20200717,0.025,0.027,0.022,0.024,55614535
DXNOA,20200717,0.001,0.001,0.001,0.001,416934
DXNOD,20200717,0.012,0.013,0.01,0.011,20050241
DXS,20200717,9.27,9.28,9.1,9.17,4041543
DYL,20200717,0.215,0.22,0.215,0.22,81685
DYLO,20200717,0.029,0.029,0.029,0.029,0
DZZF,20200717,23.85,23.85,23.85,23.85,40
E25,20200717,0.425,0.43,0.42,0.425,143690
E2E,20200717,0.001,0.001,0.001,0.001,0
E2EOA,20200717,0.001,0.001,0.001,0.001,0
E2M,20200717,0.17,0.17,0.17,0.17,38235
EAF,20200717,1.23,1.23,1.23,1.23,50580
EAI,20200717,1.02,1.02,1.005,1.005,34165
EAS,20200717,0.73,0.73,0.73,0.73,3409
EAX,20200717,0.195,0.195,0.195,0.195,6171
EBG,20200717,0.8,0.8,0.8,0.8,7520
EBND,20200717,11.08,11.12,11.08,11.12,9596
EBO,20200717,21,21,20.7,21,7477
ECF,20200717,1.005,1.005,0.995,0.995,35709
ECG,20200717,0.024,0.024,0.024,0.024,0
ECL,20200717,1.18,1.18,1.18,1.18,0
ECP,20200717,1.1,1.1,1.1,1.1,10000
ECS,20200717,0.016,0.025,0.016,0.024,7606148
ECT,20200717,0.001,0.001,0.001,0.001,300000
ECTOE,20200717,0.001,0.001,0.001,0.001,0
ECX,20200717,1.335,1.355,1.27,1.3,701271
ED1,20200717,0.51,0.51,0.51,0.51,9279
EDC,20200717,0.93,0.93,0.93,0.93,0
EDE,20200717,0.029,0.031,0.029,0.03,2153682
EDEOB,20200717,0.007,0.007,0.007,0.007,75000
EEG,20200717,0.28,0.28,0.27,0.27,39442
EER,20200717,0.002,0.002,0.002,0.002,0
EEU,20200717,15.61,15.61,15.61,15.61,2447
EFE,20200717,0.005,0.005,0.005,0.005,500000
EFF,20200717,1.42,1.42,1.42,1.42,0
EGD,20200717,2.72,2.75,2.72,2.75,15500
EGF,20200717,1.5,1.5,1.5,1.5,17799
EGG,20200717,1.4,1.45,1.4,1.45,1805
EGH,20200717,0.33,0.33,0.325,0.325,274250
EGI,20200717,1.07,1.07,1.065,1.065,160701
EGL,20200717,0.024,0.024,0.024,0.024,0
EGN,20200717,0.495,0.495,0.45,0.475,106768
EGR,20200717,0.067,0.067,0.067,0.067,66712
EGY,20200717,0.09,0.09,0.09,0.09,120006
EHE,20200717,1.44,1.465,1.415,1.45,664803
EHH,20200717,0.14,0.14,0.14,0.14,0
EHL,20200717,0.9,0.93,0.89,0.915,1331942
EHX,20200717,0.095,0.095,0.093,0.093,509210
EIGA,20200717,3.28,3.28,3.28,3.28,0
EINC,20200717,7.35,7.35,7.35,7.35,0
ELD,20200717,10.39,10.39,9.99,10.16,576318
ELE,20200717,0.069,0.069,0.069,0.069,0
ELO,20200717,6.68,6.76,6.5,6.55,189879
ELS,20200717,0.29,0.335,0.29,0.335,218625
ELSO,20200717,0.02,0.02,0.02,0.02,0
ELT,20200717,0.005,0.005,0.005,0.005,69000
EM1,20200717,0.023,0.023,0.021,0.022,667057
EM1O,20200717,0.005,0.005,0.005,0.005,0
EM2,20200717,0.14,0.14,0.14,0.14,0
EMB,20200717,10,10,10,10,0
EMD,20200717,0.056,0.056,0.056,0.056,46672
EME,20200717,0.13,0.13,0.13,0.13,0
EMH,20200717,0.29,0.3,0.29,0.29,120900
EMKT,20200717,18.82,18.83,18.82,18.83,1062
EML,20200717,3.15,3.21,3.05,3.14,2989681
EMMG,20200717,5.8,5.8,5.78,5.78,10952
EMN,20200717,0.07,0.07,0.07,0.07,122000
EMP,20200717,0.023,0.023,0.021,0.021,57234
EMR,20200717,0.59,0.6,0.58,0.6,175872
EMT,20200717,0.015,0.016,0.015,0.015,156970
EMU,20200717,0.023,0.023,0.023,0.023,0
EMUCA,20200717,0.015,0.015,0.015,0.015,0
EMV,20200717,1.65,1.705,1.64,1.66,46301
EN1,20200717,0.005,0.01,0.005,0.008,53960292
EN1O,20200717,0.001,0.001,0.001,0.001,118325
ENA,20200717,0.02,0.02,0.02,0.02,0
ENB,20200717,0.005,0.005,0.005,0.005,0
ENE,20200717,0.047,0.047,0.047,0.047,0
ENN,20200717,1.005,1.02,1.005,1.02,37830
ENR,20200717,0.15,0.15,0.145,0.145,163241
ENT,20200717,0.018,0.02,0.018,0.02,2096434
ENV,20200717,0.018,0.018,0.018,0.018,0
ENX,20200717,0.015,0.015,0.015,0.015,0
EOF,20200717,2.3,2.3,2.21,2.25,32864
EOL,20200717,4.02,4.19,4,4.19,15651
EOS,20200717,5.52,5.59,5.31,5.37,766501
EPD,20200717,0.35,0.35,0.35,0.35,0
EPM,20200717,0.007,0.007,0.007,0.007,2875000
EQE,20200717,0.009,0.009,0.009,0.009,0
EQT,20200717,25.24,25.24,24.55,25.08,1387
EQX,20200717,0.28,0.28,0.28,0.28,0
ERA,20200717,0.16,0.17,0.16,0.165,13275
ERF,20200717,0.875,0.875,0.875,0.875,237
ERG,20200717,0.06,0.06,0.06,0.06,0
ERL,20200717,0.014,0.014,0.014,0.014,70139
ERM,20200717,0.1,0.102,0.1,0.1,444575
ERX,20200717,0.094,0.096,0.092,0.094,1851336
ESE,20200717,0.019,0.02,0.018,0.019,3264722
ESGI,20200717,24.45,24.45,24.45,24.45,177
ESH,20200717,0.005,0.005,0.005,0.005,100000
ESK,20200717,0.78,0.78,0.76,0.77,156358
ESL,20200717,0.07,0.07,0.07,0.07,0
ESR,20200717,0.008,0.008,0.008,0.008,1735612
ESRO,20200717,0.001,0.001,0.001,0.001,1000999
ESTX,20200717,64.2,64.5,64.18,64.18,1190
ETHI,20200717,9.84,9.89,9.82,9.83,222731
EUC,20200717,0.038,0.041,0.038,0.041,2113690
EUR,20200717,0.055,0.055,0.054,0.055,263417
EVE,20200717,0.006,0.006,0.006,0.006,1083343
EVN,20200717,5.95,6.08,5.91,6.08,6712919
EVO,20200717,0.094,0.095,0.091,0.092,203519
EVS,20200717,0.155,0.16,0.155,0.155,1037011
EVT,20200717,8.01,8.13,7.84,7.91,37802
EVZ,20200717,0.08,0.08,0.08,0.08,0
EWC,20200717,0.062,0.062,0.062,0.062,0
EX1,20200717,0.325,0.325,0.32,0.32,64933
EX20,20200717,16.6,16.6,16.54,16.57,1685
EXL,20200717,0.16,0.16,0.155,0.16,415714
EXO,20200717,0.002,0.002,0.002,0.002,0
EXP,20200717,0.115,0.12,0.115,0.115,2179000
EXR,20200717,0.048,0.05,0.048,0.048,941775
EXROA,20200717,0.007,0.007,0.006,0.006,200000
EYE,20200717,0.695,0.7,0.665,0.68,246449
EZL,20200717,1.13,1.155,1.13,1.15,189754
F100,20200717,8.52,8.54,8.51,8.52,12186
FAIR,20200717,17.21,17.31,17.13,17.16,15174
FANG,20200717,13.03,13.1,12.96,12.98,120993
FAR,20200717,0.012,0.012,0.011,0.012,8317520
FAU,20200717,0.021,0.022,0.021,0.021,4513544
FAUO,20200717,0.002,0.002,0.002,0.002,1200000
FBR,20200717,0.06,0.06,0.056,0.059,4440956
FBU,20200717,3.27,3.29,3.18,3.2,838302
FCL,20200717,4,4.08,3.84,3.87,53184
FCT,20200717,0.092,0.095,0.09,0.09,576779
FDM,20200717,0.011,0.011,0.011,0.011,0
FDV,20200717,1.14,1.15,1.115,1.145,164787
FDX,20200717,0.024,0.024,0.024,0.024,0
FE8,20200717,0.007,0.007,0.007,0.007,0
FEI,20200717,0.06,0.06,0.06,0.06,0
FEL,20200717,0.013,0.015,0.012,0.012,2719839
FEMX,20200717,5.34,5.37,5.33,5.33,23794
FEX,20200717,0.075,0.078,0.073,0.074,818291
FFC,20200717,0.055,0.055,0.055,0.055,34000
FFG,20200717,0.009,0.01,0.009,0.01,3328476
FFI,20200717,4.66,4.66,4.66,4.66,0
FFL,20200717,0.26,0.26,0.26,0.26,49236
FFR,20200717,0.068,0.072,0.068,0.072,27836
FGG,20200717,1.185,1.19,1.18,1.19,574861
FGL,20200717,0.028,0.028,0.028,0.028,0
FGLO,20200717,0.001,0.001,0.001,0.001,0
FGO,20200717,0.002,0.002,0.001,0.001,2747500
FGR,20200717,0.115,0.12,0.115,0.12,571544
FGROC,20200717,0.013,0.013,0.013,0.013,37700
FGX,20200717,1.01,1.02,1.005,1.01,358207
FHS,20200717,0.052,0.056,0.052,0.056,2037096
FHSO,20200717,0.027,0.027,0.027,0.027,50000
FID,20200717,4.91,4.96,4.91,4.96,3223
FIG,20200717,0.02,0.02,0.02,0.02,0
FIJ,20200717,0.07,0.07,0.07,0.07,43000
FIN,20200717,0.014,0.014,0.014,0.014,0
FINOA,20200717,0.003,0.003,0.003,0.003,0
FLC,20200717,0.22,0.22,0.205,0.215,463940
FLN,20200717,0.68,0.685,0.665,0.685,76836
FLOT,20200717,25.07,25.08,25.02,25.02,8665
FLT,20200717,10.74,10.76,10.22,10.46,3073253
FMG,20200717,16.29,16.66,16.18,16.39,11773591
FML,20200717,0.3,0.34,0.3,0.33,112320
FMS,20200717,0.027,0.027,0.027,0.027,0
FNP,20200717,3.01,3.01,3.01,3.01,0
FNT,20200717,0.011,0.011,0.011,0.011,5419717
FOD,20200717,0.053,0.053,0.052,0.052,317559
FOOD,20200717,5.05,5.05,5.05,5.05,257
FOR,20200717,0.83,0.83,0.83,0.83,10905
FPC,20200717,1.045,1.05,1.04,1.05,21017
FPH,20200717,33.72,34.26,33.6,33.85,520823
FPL,20200717,0.004,0.004,0.004,0.004,25000
FPP,20200717,0.72,0.72,0.72,0.72,0
FRI,20200717,0.685,0.685,0.68,0.685,32020
FRM,20200717,0.315,0.315,0.305,0.305,61635
FRN,20200717,0.038,0.038,0.037,0.037,667500
FRX,20200717,0.014,0.014,0.014,0.014,40000
FRXO,20200717,0.001,0.001,0.001,0.001,0
FSA,20200717,0.845,0.845,0.845,0.845,1954
FSF,20200717,3.61,3.62,3.61,3.62,2246
FSG,20200717,0.042,0.042,0.042,0.042,148611
FSI,20200717,1.85,1.85,1.85,1.85,2435
FTC,20200717,0.085,0.094,0.08,0.092,137500
FTT,20200717,0.005,0.005,0.005,0.005,0
FTZ,20200717,0.073,0.073,0.073,0.073,0
FUEL,20200717,3.57,3.65,3.57,3.58,93492
FUN,20200717,0.025,0.025,0.025,0.025,50000
FWD,20200717,1.595,1.595,1.55,1.59,3367
FXL,20200717,1.25,1.265,1.2,1.21,4096561
FYI,20200717,0.049,0.049,0.049,0.049,50842
FZO,20200717,0.365,0.41,0.355,0.41,4343326
FZR,20200717,0.14,0.14,0.14,0.14,0
G1A,20200717,0.215,0.22,0.21,0.22,736376
G88,20200717,0.059,0.06,0.057,0.06,209102
GAL,20200717,0.275,0.275,0.265,0.265,336556
GAP,20200717,0.165,0.165,0.165,0.165,2945
GAS,20200717,0.46,0.46,0.46,0.46,0
GBE,20200717,0.012,0.012,0.012,0.012,220000
GBM,20200717,0.008,0.008,0.008,0.008,0
GBND,20200717,25.56,25.56,25.56,25.56,0
GBR,20200717,0.048,0.051,0.045,0.048,548450
GBZ,20200717,0.085,0.087,0.083,0.086,1154289
GBZOB,20200717,0.033,0.034,0.033,0.034,366144
GC1,20200717,0.7,0.7,0.7,0.7,37500
GCI,20200717,1.88,1.89,1.88,1.89,67122
GCR,20200717,0.019,0.019,0.019,0.019,0
GCY,20200717,0.039,0.039,0.039,0.039,0
GDF,20200717,1,1,0.99,0.99,14432
GDG,20200717,0.72,0.72,0.72,0.72,0
GDI,20200717,1.11,1.115,1.08,1.09,248083
GDX,20200717,55.12,55.12,54.49,54.99,22458
GEAR,20200717,18.02,18.1,17.85,18.05,113780
GED,20200717,0.01,0.01,0.009,0.009,900000
GEM,20200717,0.845,0.85,0.81,0.825,3204920
GES,20200717,0.016,0.016,0.016,0.016,0
GEV,20200717,0.063,0.067,0.063,0.063,700716
GEVOA,20200717,0.024,0.025,0.024,0.025,222500
GFL,20200717,1.7,1.7,1.7,1.7,0
GGE,20200717,0.005,0.005,0.005,0.005,0
GGG,20200717,0.15,0.155,0.15,0.155,2288067
GGOV,20200717,24.56,24.56,24.56,24.56,0
GGUS,20200717,18.27,18.31,18.22,18.25,90917
GGX,20200717,0.002,0.002,0.002,0.002,0
GIB,20200717,0.052,0.064,0.052,0.064,583245
GID,20200717,0.002,0.002,0.002,0.002,1250000
GLA,20200717,0.001,0.001,0.001,0.001,5200518
GLB,20200717,1.1,1.1,1.1,1.1,0
GLE,20200717,0.1,0.1,0.1,0.1,0
GLH,20200717,0.285,0.285,0.285,0.285,3000
GLIN,20200717,2.74,2.75,2.74,2.75,7837
GLL,20200717,0.595,0.595,0.595,0.595,66915
GLN,20200717,0.145,0.145,0.14,0.14,72633
GLV,20200717,0.011,0.011,0.011,0.011,0
GMA,20200717,1.98,2,1.89,1.91,406336
GMC,20200717,0.005,0.005,0.005,0.005,0
GMD,20200717,0.058,0.059,0.055,0.057,2430660
GME,20200717,0.034,0.034,0.034,0.034,0
GMERD,20200717,0.001,0.001,0.001,0.001,29820
GMG,20200717,15.6,15.6,15.38,15.59,3362128
GML,20200717,0.018,0.019,0.017,0.018,4339795
GMN,20200717,0.058,0.058,0.039,0.045,3222987
GMR,20200717,0.013,0.014,0.012,0.012,15442958
GMV,20200717,0.061,0.061,0.051,0.052,4740705
GNC,20200717,3.92,3.945,3.85,3.9,585848
GNE,20200717,2.81,2.81,2.79,2.81,11539
GNG,20200717,0.855,0.855,0.855,0.855,0
GNM,20200717,0.019,0.019,0.017,0.018,3475638
GNMOA,20200717,0.001,0.001,0.001,0.001,0
GNMOB,20200717,0.01,0.01,0.01,0.01,0
GNMOF,20200717,0.012,0.012,0.012,0.012,0
GNX,20200717,0.25,0.25,0.245,0.245,477238
GO2,20200717,0.04,0.04,0.04,0.04,213353
GOLD,20200717,241.72,242.12,241.23,241.74,32560
GOO,20200717,0.057,0.057,0.057,0.057,0
GOR,20200717,1.8,1.82,1.765,1.815,2438890
GOVT,20200717,28.36,28.36,28.36,28.36,0
GOW,20200717,1.39,1.39,1.39,1.39,0
GOZ,20200717,3.32,3.32,3.23,3.28,1114414
GPR,20200717,0.565,0.58,0.545,0.55,695746
GPS,20200717,0.055,0.055,0.055,0.055,0
GPT,20200717,4.21,4.22,4.105,4.18,5663259
GPX,20200717,0.039,0.039,0.039,0.039,0
GRB,20200717,0.05,0.05,0.047,0.048,1585240
GRL,20200717,0.19,0.195,0.175,0.185,366486
GRNV,20200717,23.6,23.6,23.6,23.6,380
GROW,20200717,3.63,3.63,3.61,3.61,118134
GRR,20200717,0.255,0.255,0.25,0.25,481878
GRV,20200717,0.025,0.025,0.025,0.025,0
GSM,20200717,0.37,0.37,0.32,0.35,520934
GSN,20200717,0.15,0.155,0.145,0.15,640512
GSNOA,20200717,0.1,0.105,0.1,0.105,422891
GSS,20200717,2.5,2.54,2.36,2.41,61975
GSW,20200717,0.665,0.665,0.63,0.645,53122
GTE,20200717,0.1,0.1,0.1,0.1,0
GTEOA,20200717,0.005,0.005,0.005,0.005,10000
GTG,20200717,0.011,0.011,0.011,0.011,0
GTK,20200717,1.335,1.335,1.3,1.33,83687
GTN,20200717,0.37,0.37,0.37,0.37,2378
GTR,20200717,0.028,0.028,0.027,0.027,8042302
GUD,20200717,11.8,11.85,11.49,11.61,225788
GUL,20200717,0.086,0.086,0.085,0.086,813217
GVF,20200717,0.955,0.97,0.955,0.97,82000
GWA,20200717,2.62,2.7,2.55,2.6,965939
GWR,20200717,0.075,0.075,0.075,0.075,14002
GXY,20200717,0.89,0.905,0.845,0.86,3478705
HACK,20200717,7.31,7.33,7.29,7.32,108749
HAS,20200717,0.12,0.12,0.11,0.11,428413
HASO,20200717,0.02,0.02,0.02,0.02,0
HAV,20200717,0.14,0.14,0.14,0.14,75000
HAW,20200717,0.145,0.145,0.145,0.145,0
HBRD,20200717,10.01,10.01,9.97,10,154102
HCD,20200717,0.028,0.029,0.028,0.029,61020
HCH,20200717,0.026,0.026,0.023,0.023,7997002
HCT,20200717,0.082,0.083,0.081,0.083,843207
HE8,20200717,0.1,0.107,0.1,0.107,448945
HE8OA,20200717,0.09,0.09,0.09,0.09,0
HEUR,20200717,10.98,10.98,10.95,10.95,1323
HFR,20200717,0.485,0.485,0.47,0.47,19005
HGH,20200717,1.11,1.11,1.11,1.11,0
HGL,20200717,0.4,0.4,0.4,0.4,0
HGM,20200717,0.008,0.008,0.008,0.008,0
HGO,20200717,0.038,0.038,0.038,0.038,59024
HHM,20200717,0.025,0.025,0.025,0.025,0
HHY,20200717,0.045,0.045,0.045,0.045,0
HIL,20200717,0.155,0.155,0.15,0.155,432399
HIP,20200717,0.021,0.021,0.021,0.021,1000
HIT,20200717,1.35,1.35,1.35,1.35,0
HJPN,20200717,12.43,12.43,12.34,12.34,1335
HLA,20200717,0.93,0.96,0.93,0.96,6050
HLO,20200717,1.9,1.95,1.805,1.895,260447
HLS,20200717,3.05,3.06,3,3.05,1912775
HLX,20200717,0.016,0.017,0.016,0.016,1575000
HM1,20200717,3.25,3.3,3.19,3.2,218628
HMC,20200717,2.89,2.97,2.85,2.95,1089830
HMD,20200717,0.089,0.089,0.089,0.089,0
HMX,20200717,0.043,0.043,0.042,0.042,515371
HMXOD,20200717,0.011,0.011,0.011,0.011,900000
HNG,20200717,0.12,0.12,0.12,0.12,0
HNR,20200717,0.007,0.007,0.007,0.007,651468
HOR,20200717,0.012,0.012,0.012,0.012,0
HPI,20200717,2.91,2.91,2.84,2.86,119163
HPR,20200717,0.06,0.06,0.06,0.06,0
HQLT,20200717,20.66,20.74,20.66,20.67,1693
HRL,20200717,0.099,0.099,0.099,0.099,0
HRN,20200717,0.595,0.6,0.58,0.58,85888
HRR,20200717,0.038,0.04,0.038,0.04,96253
HRZ,20200717,0.14,0.14,0.135,0.14,636971
HSC,20200717,0.006,0.007,0.006,0.006,7663212
HSN,20200717,2.96,2.96,2.88,2.89,187567
HT1,20200717,1.095,1.11,1.07,1.11,95120
HT8,20200717,0.037,0.037,0.037,0.037,0
HTA,20200717,0.175,0.175,0.17,0.17,406992
HTG,20200717,0.275,0.275,0.27,0.27,564216
HUB,20200717,12.39,12.84,12.27,12.78,698241
